source;sheet;row;code;resolved_factory;inn;name;output;status;changed;applied;problems
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1863;6010-229327;"АО НПК ""ВИП"", Россия, г. Екатеринбург, ИНН 6662058814, КПП 668501001, info@npkvip.ru";6662058814;Преобразователь давления разрежения в комплекте с клапанным блоком СДВ-SMART-Ex-ИВ-1320-01-ЭП1-t16-025-~3,15кПа-42+НАRT-К04-П-КБуст/БКН2-Н/СК(ДД)/М20-09Г2Сх2 АГБР.406239.01 по типу ТУ№ 50-01/МШ-007142 от 7 августа 2020 г. п. 20. Масса-0,007 т.;Преобразователь давления разрежения в комплекте с клапанным блоком СДВ-SMART-Ex-ИВ-1320-01-ЭП1-t16-025-~3,15кПа-42+НАRT-К04-П-КБуст/БКН2-Н/СК(ДД)/М20-09Г2Сх2 № 50-01/МШ-007142 от 7 августа 2020 г. п. 20. Масса-0,007 т;ЗЕЛЁНЫЙ;True;АГБР.;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;785;13-240337-С;"ООО НПП ""ИНТЕХ"" , ИНН 0276132981";0276132981;Кабель 7х2,5ок КуПе-Бнг(А)-LS-ХЛ по типу ТУ 3581-001-92800518-2012.;Кабель 7х2,5ок КуПе-Бнг(А)-LS-ХЛ;ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1593;13-458466-С;"АО НПО ""Тяжпромарматура"", ИНН 7717662787";7717662787;"Кран шаровой под приварку DN 50 PN 10,0 МПа ручной, с концами под приварку, надземной установки, климатическое исполнение ХЛ1, класс герметичности ""А"" ГОСТ 9544-2005 ТУ 26-07-1435-95 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.1029.100-ТХ.ОЛ46-11 инв.№018949/0004.";"Кран шаровой под приварку DN 50 PN 10,0 МПа ручной, с концами под приварку, надземной установки, климатическое исполнение ХЛ1, класс герметичности ""А"" ГОСТ 9544-2005 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.1029.100-ТХ.ОЛ46-11 инв.№018949/0004";ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;879;605-507244-Ш;"ООО ""ЗВЕЗДА-ЭНЕРГОКОМПЛЕКС"", ИНН 7811717360";7811717360;"Шефмонтажные работы. Электростанция дизельная; электрической мощностью 1000 кВт, частотой 50 Гц; степень автоматизации  (третья); с ДГУ в компактном исполнении; с номинальным напряжением 0,4 кВ; без распределительного устройства; с электрическим типом системы запуска; с автономным предпусковым подогревателем охлаждающей жидкости; с возможностью параллельной работы; режим работы  аварийный; без системы утилизации тепла; с комплектацией счетчиком топлива с индикацией по месту и вычислителем; с прибором учета выработанной электроэнергии; без выносного пульта управления; в сейсмостойком исполнении; климатического исполнения УХЛ (для умеренного и холодного климата), категория размещения 1 (на открытом воздухе согласно ГОСТ 15150 (табл. 2). ДЭС - 1000 - К - 0,4 - 3 - G2 - 0 - Э - ПЖ - РЗ - А - 0  Сут1 - УЭ - 0 - 0 - 0 - С - УХЛ - 1 по типу ТУ 2711-008-35252548-2019 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.КОС.045.4401.009-ЭМ.ТОЛ (изм.2).";"Шефмонтажные работы. Электростанция дизельная; электрической мощностью 1000 кВт, частотой 50 Гц; степень автоматизации (третья); с ДГУ в компактном исполнении; с номинальным напряжением 0,4 кВ; без распределительного устройства; с электрическим типом системы запуска; с автономным предпусковым подогревателем охлаждающей жидкости; с возможностью параллельной работы; режим работы аварийный; без системы утилизации тепла; с комплектацией счетчиком топлива с индикацией по месту и вычислителем; с прибором учета выработанной электроэнергии; без выносного пульта управления; в сейсмостойком исполнении; климатического исполнения УХЛ (для умеренного и холодного климата), категория размещения 1 (на открытом воздухе согласно ГОСТ 15150 (табл. 2). ДЭС - 1000 - К - 0,4 - 3 - G2 - 0 - Э - ПЖ - РЗ - А - 0 Сут1 - УЭ - 0 - 0 - 0 - С - УХЛ - 1 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.КОС.045.4401.009-ЭМ.ТОЛ (изм.2)";ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1487;19-434802-С;"АО ""Энергомаш"", ИНН 5321105540";5321105540;Клапан обратный фланцевый DN 80 PN 16,0 МПа, в комплекте с ответными фланцами, прокладками и крепежом, среда-газ, в сейсмостойком исполнении EZB-1-80-16,0-1-09Г2С-ГП ТУ 3742-004-79900391-2013.;Клапан обратный фланцевый DN 80 PN 16,0 МПа, в комплекте с ответными фланцами, прокладками и крепежом, среда-газ, в сейсмостойком исполнении EZB-1-80-16,0-1-09Г2С-ГП;ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1925;19-200007-С;"ЗАО ""ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""ХИМСЕРВИС"" ИМЕНИ А.А. ЗОРИНА"", ИНН 7116001422";7116001422;"Электрод сравнения стационарный медно-сульфатный двукорпусной длительного действия СМЭС ""Менделеевец"" СМЭС-2-15 ТУ 3435-016-24707490-2007.";Электрод сравнения стационарный медно-сульфатный двукорпусной длительного действия СМЭС СМЭС-2-15;ЗЕЛЁНЫЙ;True;МЕНДЕЛЕЕВЕЦ;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1758;629-267658;"АО ""ДКС"", Россия, г.Тверь, ИНН 6905062011, КПП 695001001, info@dkc.ru";6905062011;"Корпус - IT напольный 19"" ДКС серии CQE 42U 600х2000х600, двери стекло+сплошная, панели для крыши, кабельный ввод, RAL7011/7035 арт. R5IT4266GS по типу ТУ 3433-036-47022248-2013№ 50-023-055244 от 16 декабря 2022 г. п. 1. Масса-0,137 т.";"Корпус - IT напольный 19"" серии CQE 42U 600х2000х600, двери стекло+сплошная, панели для крыши, кабельный ввод, RAL7011/7035 типу № 50-023-055244 от 16 декабря 2022 г. п. 1. Масса-0,137 т";ЗЕЛЁНЫЙ;True;ДКС | R5;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;926;13-220862-С;"ООО НПП ""ИНТЕХ"" , ИНН 0276132981";0276132981;Кабель 5х2х1,0-660 ИнСил-ИЭОЭКнг(А)-ХЛ по типу ТУ 3581-008-92800518-2016.;Кабель 5х2х1,0-660 ХЛ;ЗЕЛЁНЫЙ;True;ИнСил;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1493;105-507218-С;"ООО ""ЗВЕЗДА-ЭНЕРГОКОМПЛЕКС"", ИНН 7811717360";7811717360;Оборудование дополнительное для ДЭС УКПГ-45. Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.4401.118-ЭМ.ОЛ (изм.2).;Оборудование дополнительное для ДЭС УКПГ-45. Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.4401.118-ЭМ.ОЛ (изм.2);ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1321;13-193039-С;"АО ""ДКС"", Россия, г.Тверь, ИНН 6905062011, КПП 695001001, info@dkc.ru";6905062011;Колодка клеммная соединительная 3х6мм В63 ТУ 3449-009-47022248-2010.;Колодка клеммная соединительная 3х6мм В63;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;644;654-479195-3;"АО ""Энергомаш"", ИНН 5321105540";5321105540;Клапан запорно-регулирующий фланцевый DN 100 PN 16,0 МПа, с электроприводом ТУ 3742-008-79900391-2014 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.0019.005-ТХ1.ОЛ10-31 (изм.3).;Клапан запорно-регулирующий фланцевый DN 100 PN 16,0 МПа, с электроприводом комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.0019.005-ТХ1.ОЛ10-31 (изм.3);ЗЕЛЁНЫЙ;True;;
